#iform,regsize,mask,Throughput,Latency
VPANDQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,no,0.33,1.0
VPANDQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,yes,0.33,1.0
VPANDQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPANDQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPANDQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,no,0.33,1.0
VPANDQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,yes,0.33,1.0
VPANDQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,0.5,8.0
VPANDQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,0.5,8.0
VPANDQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,no,0.5,1.0
VPANDQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,yes,0.5,1.0
VPAND_XMMdq_XMMdq_MEMdq,128,no,0.5,
VPAND_XMMdq_XMMdq_XMMdq,128,no,0.33,1.0
VPAND_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPAND_YMMqq_YMMqq_YMMqq,256,no,0.33,1.0
VPAVGB_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPAVGB_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPAVGB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,no,0.5,7.0
VPAVGB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,yes,0.5,
VPAVGB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,no,0.5,1.0
VPAVGB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,yes,0.5,
VPAVGB_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPAVGB_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPAVGB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,no,0.5,8.0
VPAVGB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,yes,0.5,
VPAVGB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,no,0.5,1.0
VPAVGB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,yes,0.5,
VPAVGB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,no,1.0,8.0
VPAVGB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,yes,1.0,
VPAVGB_ZMMu8_MASKmskw_ZMMu8_ZMMu8_AVX512,512,no,1.0,1.0
VPAVGB_ZMMu8_MASKmskw_ZMMu8_ZMMu8_AVX512,512,yes,1.0,
VPAVGW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPAVGW_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPAVGW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPAVGW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPAVGW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.5,1.0
VPAVGW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,yes,0.5,
VPAVGW_YMMqq_YMMqq_MEMqq,256,no,,8.0
VPAVGW_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPAVGW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,,8.0
VPAVGW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPAVGW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,no,0.5,1.0
VPAVGW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,yes,0.5,
VPAVGW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPAVGW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPAVGW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,no,1.0,1.0
VPAVGW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,yes,1.0,
VPBLENDD_XMMdq_XMMdq_MEMdq_IMMb,128,no,0.5,7.0
VPBLENDD_XMMdq_XMMdq_XMMdq_IMMb,128,no,0.33,1.0
VPBLENDD_YMMqq_YMMqq_MEMqq_IMMb,256,no,0.5,8.0
VPBLENDD_YMMqq_YMMqq_YMMqq_IMMb,256,no,0.33,1.0
VPBLENDMB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,no,0.5,7.0
VPBLENDMB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,yes,0.5,
VPBLENDMB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,no,0.33,1.0
VPBLENDMB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,yes,0.33,
VPBLENDMB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,no,0.5,8.0
VPBLENDMB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,yes,0.5,
VPBLENDMB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,no,0.33,1.0
VPBLENDMB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,yes,0.33,
VPBLENDMB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,no,0.5,8.0
VPBLENDMB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,yes,0.5,
VPBLENDMB_ZMMu8_MASKmskw_ZMMu8_ZMMu8_AVX512,512,no,0.5,1.0
VPBLENDMB_ZMMu8_MASKmskw_ZMMu8_ZMMu8_AVX512,512,yes,0.5,
VPBLENDMD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,no,0.5,7.0
VPBLENDMD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,yes,0.5,7.0
VPBLENDMD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,no,0.33,1.0
VPBLENDMD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,yes,0.33,1.0
VPBLENDMD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,no,0.5,8.0
VPBLENDMD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,yes,0.5,8.0
VPBLENDMD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,no,0.33,1.0
VPBLENDMD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,yes,0.33,1.0
VPBLENDMD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,no,0.5,8.0
VPBLENDMD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,yes,0.5,8.0
VPBLENDMD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,no,0.5,1.0
VPBLENDMD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,yes,0.5,1.0
VPBLENDMQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,no,0.5,7.0
VPBLENDMQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,yes,0.5,7.0
VPBLENDMQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,no,0.33,1.0
VPBLENDMQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,yes,0.33,1.0
VPBLENDMQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPBLENDMQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPBLENDMQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,no,0.33,1.0
VPBLENDMQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,yes,0.33,1.0
VPBLENDMQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,0.5,8.0
VPBLENDMQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,0.5,8.0
VPBLENDMQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,no,0.5,1.0
VPBLENDMQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,yes,0.5,1.0
VPBLENDMW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPBLENDMW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPBLENDMW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.33,1.0
VPBLENDMW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,yes,0.33,
VPBLENDMW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPBLENDMW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPBLENDMW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,no,0.33,1.0
VPBLENDMW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,yes,0.33,
VPBLENDMW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,0.5,8.0
VPBLENDMW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,0.5,
VPBLENDMW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,no,0.5,1.0
VPBLENDMW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,yes,0.5,
VPBLENDVB_XMMdq_XMMdq_MEMdq_XMMdq,128,no,1.0,
VPBLENDVB_XMMdq_XMMdq_XMMdq_XMMdq,128,no,1.0,
VPBLENDVB_YMMqq_YMMqq_MEMqq_YMMqq,256,no,1.0,
VPBLENDVB_YMMqq_YMMqq_YMMqq_YMMqq,256,no,1.0,
VPBLENDW_XMMdq_XMMdq_MEMdq_IMMb,128,no,0.5,
VPBLENDW_XMMdq_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPBLENDW_YMMqq_YMMqq_MEMqq_IMMb,256,no,0.5,8.0
VPBLENDW_YMMqq_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPBROADCASTB_XMMdq_MEMb,128,no,1.0,
VPBROADCASTB_XMMdq_XMMb,128,no,1.0,
VPBROADCASTB_XMMu8_MASKmskw_GPR32u8_AVX512,128,no,1.0,
VPBROADCASTB_XMMu8_MASKmskw_GPR32u8_AVX512,128,yes,1.0,
VPBROADCASTB_XMMu8_MASKmskw_MEMu8_AVX512,128,no,1.0,
VPBROADCASTB_XMMu8_MASKmskw_MEMu8_AVX512,128,yes,1.0,
VPBROADCASTB_XMMu8_MASKmskw_XMMu8_AVX512,128,no,1.0,
VPBROADCASTB_XMMu8_MASKmskw_XMMu8_AVX512,128,yes,1.0,3.0
VPBROADCASTB_YMMqq_MEMb,256,no,1.0,8.0
VPBROADCASTB_YMMqq_XMMb,128,no,1.0,3.0
VPBROADCASTB_YMMu8_MASKmskw_MEMu8_AVX512,256,no,1.0,8.0
VPBROADCASTB_YMMu8_MASKmskw_MEMu8_AVX512,256,yes,1.0,
VPBROADCASTB_YMMu8_MASKmskw_XMMu8_AVX512,128,no,1.0,3.0
VPBROADCASTB_YMMu8_MASKmskw_XMMu8_AVX512,128,yes,1.0,
VPBROADCASTB_ZMMu8_MASKmskw_MEMu8_AVX512,512,no,1.0,8.0
VPBROADCASTB_ZMMu8_MASKmskw_MEMu8_AVX512,512,yes,1.0,
VPBROADCASTB_ZMMu8_MASKmskw_XMMu8_AVX512,128,no,1.0,3.0
VPBROADCASTB_ZMMu8_MASKmskw_XMMu8_AVX512,128,yes,1.0,
VPBROADCASTD_XMMdq_MEMd,128,no,0.5,6.0
VPBROADCASTD_XMMdq_XMMd,128,no,1.0,1.0
VPBROADCASTD_XMMu32_MASKmskw_GPR32u32_AVX512,128,no,1.0,
VPBROADCASTD_XMMu32_MASKmskw_GPR32u32_AVX512,128,yes,1.0,
VPBROADCASTD_XMMu32_MASKmskw_MEMu32_AVX512,128,no,0.5,
VPBROADCASTD_XMMu32_MASKmskw_MEMu32_AVX512,128,yes,0.5,7.0
VPBROADCASTD_XMMu32_MASKmskw_XMMu32_AVX512,128,no,1.0,1.0
VPBROADCASTD_XMMu32_MASKmskw_XMMu32_AVX512,128,yes,1.0,
VPBROADCASTD_YMMqq_MEMd,256,no,0.5,7.0
VPBROADCASTD_YMMqq_XMMd,128,no,1.0,3.0
VPBROADCASTD_YMMu32_MASKmskw_MEMu32_AVX512,256,no,0.5,
VPBROADCASTD_YMMu32_MASKmskw_MEMu32_AVX512,256,yes,0.5,8.0
VPBROADCASTD_YMMu32_MASKmskw_XMMu32_AVX512,128,no,1.0,3.0
VPBROADCASTD_YMMu32_MASKmskw_XMMu32_AVX512,128,yes,1.0,3.0
VPBROADCASTD_ZMMu32_MASKmskw_MEMu32_AVX512,512,no,0.5,7.0
VPBROADCASTD_ZMMu32_MASKmskw_MEMu32_AVX512,512,yes,0.5,8.0
VPBROADCASTD_ZMMu32_MASKmskw_XMMu32_AVX512,128,no,1.0,3.0
VPBROADCASTD_ZMMu32_MASKmskw_XMMu32_AVX512,128,yes,1.0,3.0
VPBROADCASTQ_XMMdq_MEMq,128,no,0.5,6.0
VPBROADCASTQ_XMMdq_XMMq,128,no,1.0,1.0
VPBROADCASTQ_XMMu64_MASKmskw_GPR64u64_AVX512,128,no,1.0,
VPBROADCASTQ_XMMu64_MASKmskw_GPR64u64_AVX512,128,yes,1.0,
VPBROADCASTQ_XMMu64_MASKmskw_MEMu64_AVX512,128,no,0.5,
VPBROADCASTQ_XMMu64_MASKmskw_MEMu64_AVX512,128,yes,0.5,7.0
VPBROADCASTQ_XMMu64_MASKmskw_XMMu64_AVX512,128,no,1.0,1.0
VPBROADCASTQ_XMMu64_MASKmskw_XMMu64_AVX512,128,yes,1.0,
VPBROADCASTQ_YMMqq_MEMq,256,no,0.5,7.0
VPBROADCASTQ_YMMqq_XMMq,128,no,1.0,3.0
VPBROADCASTQ_YMMu64_MASKmskw_MEMu64_AVX512,256,no,0.5,
VPBROADCASTQ_YMMu64_MASKmskw_MEMu64_AVX512,256,yes,0.5,8.0
VPBROADCASTQ_YMMu64_MASKmskw_XMMu64_AVX512,128,no,1.0,3.0
VPBROADCASTQ_YMMu64_MASKmskw_XMMu64_AVX512,128,yes,1.0,3.0
VPBROADCASTQ_ZMMu64_MASKmskw_MEMu64_AVX512,512,no,0.5,7.0
VPBROADCASTQ_ZMMu64_MASKmskw_MEMu64_AVX512,512,yes,0.5,8.0
VPBROADCASTQ_ZMMu64_MASKmskw_XMMu64_AVX512,128,no,1.0,3.0
VPBROADCASTQ_ZMMu64_MASKmskw_XMMu64_AVX512,128,yes,1.0,3.0
VPBROADCASTW_XMMdq_MEMw,128,no,1.0,
VPBROADCASTW_XMMdq_XMMw,128,no,1.0,
VPBROADCASTW_XMMu16_MASKmskw_GPR32u16_AVX512,128,no,1.0,
VPBROADCASTW_XMMu16_MASKmskw_GPR32u16_AVX512,128,yes,1.0,
VPBROADCASTW_XMMu16_MASKmskw_MEMu16_AVX512,128,no,1.0,
VPBROADCASTW_XMMu16_MASKmskw_MEMu16_AVX512,128,yes,1.0,
VPBROADCASTW_XMMu16_MASKmskw_XMMu16_AVX512,128,no,1.0,
VPBROADCASTW_XMMu16_MASKmskw_XMMu16_AVX512,128,yes,1.0,3.0
VPBROADCASTW_YMMqq_MEMw,256,no,1.0,8.0
VPBROADCASTW_YMMqq_XMMw,128,no,1.0,3.0
VPBROADCASTW_YMMu16_MASKmskw_MEMu16_AVX512,256,no,1.0,8.0
VPBROADCASTW_YMMu16_MASKmskw_MEMu16_AVX512,256,yes,1.0,
VPBROADCASTW_YMMu16_MASKmskw_XMMu16_AVX512,128,no,1.0,3.0
VPBROADCASTW_YMMu16_MASKmskw_XMMu16_AVX512,128,yes,1.0,
VPBROADCASTW_ZMMu16_MASKmskw_MEMu16_AVX512,512,no,1.0,8.0
VPBROADCASTW_ZMMu16_MASKmskw_MEMu16_AVX512,512,yes,1.0,
VPBROADCASTW_ZMMu16_MASKmskw_XMMu16_AVX512,128,no,1.0,3.0
VPBROADCASTW_ZMMu16_MASKmskw_XMMu16_AVX512,128,yes,1.0,
VPCLMULQDQ_XMMdq_XMMdq_MEMdq_IMMb,128,no,1.0,
VPCLMULQDQ_XMMdq_XMMdq_XMMdq_IMMb,128,no,1.0,6.0
VPCLMULQDQ_XMMu128_XMMu64_MEMu64_IMM8_AVX512,128,no,1.0,
VPCLMULQDQ_XMMu128_XMMu64_XMMu64_IMM8_AVX512,128,no,1.0,6.0
VPCMPEQB_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPEQB_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPEQB_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPEQB_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPEQD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPEQD_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPEQD_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPEQD_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPEQQ_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPEQQ_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPEQQ_YMMqq_YMMqq_MEMqq,256,no,,8.0
VPCMPEQQ_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPEQW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPEQW_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPEQW_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPEQW_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPGTB_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPGTB_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPGTB_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPGTB_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPGTD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPGTD_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPGTD_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPGTD_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPGTQ_XMMdq_XMMdq_MEMdq,128,no,1.0,9.0
VPCMPGTQ_XMMdq_XMMdq_XMMdq,128,no,1.0,3.0
VPCMPGTQ_YMMqq_YMMqq_MEMqq,256,no,1.0,10.0
VPCMPGTQ_YMMqq_YMMqq_YMMqq,256,no,1.0,3.0
VPCMPGTW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPCMPGTW_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPCMPGTW_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPCMPGTW_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPCMPISTRI_XMMdq_XMMdq_IMMb,128,no,3.0,
VPCMPISTRM_XMMdq_MEMdq_IMMb,128,no,3.0,
VPCMPISTRM_XMMdq_XMMdq_IMMb,128,no,3.0,
VPCOMPRESSB_XMMu8_MASKmskw_XMMu8_AVX512,128,no,2.0,
VPCOMPRESSB_XMMu8_MASKmskw_XMMu8_AVX512,128,yes,2.0,
VPCOMPRESSB_YMMu8_MASKmskw_YMMu8_AVX512,256,no,2.0,
VPCOMPRESSB_YMMu8_MASKmskw_YMMu8_AVX512,256,yes,2.0,
VPCOMPRESSD_XMMu32_MASKmskw_XMMu32_AVX512,128,no,2.0,
VPCOMPRESSD_XMMu32_MASKmskw_XMMu32_AVX512,128,yes,2.0,
VPCOMPRESSD_YMMu32_MASKmskw_YMMu32_AVX512,256,no,2.0,
VPCOMPRESSD_YMMu32_MASKmskw_YMMu32_AVX512,256,yes,2.0,
VPCOMPRESSD_ZMMu32_MASKmskw_ZMMu32_AVX512,512,no,2.0,
VPCOMPRESSD_ZMMu32_MASKmskw_ZMMu32_AVX512,512,yes,2.0,
VPCOMPRESSQ_XMMu64_MASKmskw_XMMu64_AVX512,128,no,2.0,
VPCOMPRESSQ_XMMu64_MASKmskw_XMMu64_AVX512,128,yes,2.0,
VPCOMPRESSQ_YMMu64_MASKmskw_YMMu64_AVX512,256,no,2.0,
VPCOMPRESSQ_YMMu64_MASKmskw_YMMu64_AVX512,256,yes,2.0,
VPCOMPRESSQ_ZMMu64_MASKmskw_ZMMu64_AVX512,512,no,2.0,
VPCOMPRESSQ_ZMMu64_MASKmskw_ZMMu64_AVX512,512,yes,2.0,
VPCOMPRESSW_XMMu16_MASKmskw_XMMu16_AVX512,128,no,2.0,
VPCOMPRESSW_XMMu16_MASKmskw_XMMu16_AVX512,128,yes,2.0,
VPCOMPRESSW_YMMu16_MASKmskw_YMMu16_AVX512,256,no,2.0,
VPCOMPRESSW_YMMu16_MASKmskw_YMMu16_AVX512,256,yes,2.0,
VPCONFLICTD_YMMu32_MASKmskw_MEMu32_AVX512,256,no,9.0,
VPCONFLICTD_YMMu32_MASKmskw_MEMu32_AVX512,256,yes,9.0,
VPCONFLICTD_YMMu32_MASKmskw_YMMu32_AVX512,256,no,9.0,
VPCONFLICTD_YMMu32_MASKmskw_YMMu32_AVX512,256,yes,9.0,
VPCONFLICTQ_XMMu64_MASKmskw_XMMu64_AVX512,128,no,2.0,
VPCONFLICTQ_XMMu64_MASKmskw_XMMu64_AVX512,128,yes,2.0,
VPDPBUSDS_XMMi32_MASKmskw_XMMu8_MEMu32_AVX512,128,no,0.5,
VPDPBUSDS_XMMi32_MASKmskw_XMMu8_MEMu32_AVX512,128,yes,0.5,
VPDPBUSDS_XMMi32_MASKmskw_XMMu8_XMMu32_AVX512,128,no,0.5,
VPDPBUSDS_XMMi32_MASKmskw_XMMu8_XMMu32_AVX512,128,yes,0.5,
VPDPBUSDS_YMMi32_MASKmskw_YMMu8_MEMu32_AVX512,256,no,0.5,
VPDPBUSDS_YMMi32_MASKmskw_YMMu8_MEMu32_AVX512,256,yes,0.5,
VPDPBUSDS_YMMi32_MASKmskw_YMMu8_YMMu32_AVX512,256,no,0.5,
VPDPBUSDS_YMMi32_MASKmskw_YMMu8_YMMu32_AVX512,256,yes,0.5,
VPDPBUSDS_ZMMi32_MASKmskw_ZMMu8_MEMu32_AVX512,512,no,1.0,
VPDPBUSDS_ZMMi32_MASKmskw_ZMMu8_MEMu32_AVX512,512,yes,1.0,
VPDPBUSDS_ZMMi32_MASKmskw_ZMMu8_ZMMu32_AVX512,512,no,1.0,
VPDPBUSDS_ZMMi32_MASKmskw_ZMMu8_ZMMu32_AVX512,512,yes,1.0,
VPDPBUSD_XMMi32_MASKmskw_XMMu8_MEMu32_AVX512,128,no,0.5,
VPDPBUSD_XMMi32_MASKmskw_XMMu8_MEMu32_AVX512,128,yes,0.5,
VPDPBUSD_XMMi32_MASKmskw_XMMu8_XMMu32_AVX512,128,no,0.5,
VPDPBUSD_XMMi32_MASKmskw_XMMu8_XMMu32_AVX512,128,yes,0.5,
VPDPBUSD_YMMi32_MASKmskw_YMMu8_MEMu32_AVX512,256,no,0.5,
VPDPBUSD_YMMi32_MASKmskw_YMMu8_MEMu32_AVX512,256,yes,0.5,
VPDPBUSD_YMMi32_MASKmskw_YMMu8_YMMu32_AVX512,256,no,0.5,
VPDPBUSD_YMMi32_MASKmskw_YMMu8_YMMu32_AVX512,256,yes,0.5,
VPDPBUSD_ZMMi32_MASKmskw_ZMMu8_MEMu32_AVX512,512,no,1.0,
VPDPBUSD_ZMMi32_MASKmskw_ZMMu8_MEMu32_AVX512,512,yes,1.0,
VPDPBUSD_ZMMi32_MASKmskw_ZMMu8_ZMMu32_AVX512,512,no,1.0,
VPDPBUSD_ZMMi32_MASKmskw_ZMMu8_ZMMu32_AVX512,512,yes,1.0,
VPDPWSSDS_XMMi32_MASKmskw_XMMi16_MEMu32_AVX512,128,no,0.5,
VPDPWSSDS_XMMi32_MASKmskw_XMMi16_MEMu32_AVX512,128,yes,0.5,
VPDPWSSDS_XMMi32_MASKmskw_XMMi16_XMMu32_AVX512,128,no,0.5,
VPDPWSSDS_XMMi32_MASKmskw_XMMi16_XMMu32_AVX512,128,yes,0.5,
VPDPWSSDS_YMMi32_MASKmskw_YMMi16_MEMu32_AVX512,256,no,0.5,
VPDPWSSDS_YMMi32_MASKmskw_YMMi16_MEMu32_AVX512,256,yes,0.5,
VPDPWSSDS_YMMi32_MASKmskw_YMMi16_YMMu32_AVX512,256,no,0.5,
VPDPWSSDS_YMMi32_MASKmskw_YMMi16_YMMu32_AVX512,256,yes,0.5,
VPDPWSSDS_ZMMi32_MASKmskw_ZMMi16_MEMu32_AVX512,512,no,1.0,
VPDPWSSDS_ZMMi32_MASKmskw_ZMMi16_MEMu32_AVX512,512,yes,1.0,
VPDPWSSDS_ZMMi32_MASKmskw_ZMMi16_ZMMu32_AVX512,512,no,1.0,
VPDPWSSDS_ZMMi32_MASKmskw_ZMMi16_ZMMu32_AVX512,512,yes,1.0,
VPDPWSSD_XMMi32_MASKmskw_XMMi16_MEMu32_AVX512,128,no,0.5,
VPDPWSSD_XMMi32_MASKmskw_XMMi16_MEMu32_AVX512,128,yes,0.5,
VPDPWSSD_XMMi32_MASKmskw_XMMi16_XMMu32_AVX512,128,no,0.5,
VPDPWSSD_XMMi32_MASKmskw_XMMi16_XMMu32_AVX512,128,yes,0.5,
VPDPWSSD_YMMi32_MASKmskw_YMMi16_MEMu32_AVX512,256,no,0.5,
VPDPWSSD_YMMi32_MASKmskw_YMMi16_MEMu32_AVX512,256,yes,0.5,
VPDPWSSD_YMMi32_MASKmskw_YMMi16_YMMu32_AVX512,256,no,0.5,
VPDPWSSD_YMMi32_MASKmskw_YMMi16_YMMu32_AVX512,256,yes,0.5,
VPDPWSSD_ZMMi32_MASKmskw_ZMMi16_MEMu32_AVX512,512,no,1.0,
VPDPWSSD_ZMMi32_MASKmskw_ZMMi16_MEMu32_AVX512,512,yes,1.0,
VPDPWSSD_ZMMi32_MASKmskw_ZMMi16_ZMMu32_AVX512,512,no,1.0,
VPDPWSSD_ZMMi32_MASKmskw_ZMMi16_ZMMu32_AVX512,512,yes,1.0,
VPERM2F128_YMMqq_YMMqq_MEMqq_IMMb,256,no,1.0,10.0
VPERM2F128_YMMqq_YMMqq_YMMqq_IMMb,256,no,1.0,3.0
VPERM2I128_YMMqq_YMMqq_MEMqq_IMMb,256,no,1.0,10.0
VPERM2I128_YMMqq_YMMqq_YMMqq_IMMb,256,no,1.0,3.0
VPERMB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,no,1.0,9.0
VPERMB_XMMu8_MASKmskw_XMMu8_MEMu8_AVX512,128,yes,1.0,
VPERMB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,no,1.0,3.0
VPERMB_XMMu8_MASKmskw_XMMu8_XMMu8_AVX512,128,yes,1.0,
VPERMB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,no,1.0,10.0
VPERMB_YMMu8_MASKmskw_YMMu8_MEMu8_AVX512,256,yes,1.0,
VPERMB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,no,1.0,3.0
VPERMB_YMMu8_MASKmskw_YMMu8_YMMu8_AVX512,256,yes,1.0,
VPERMB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,no,1.0,10.0
VPERMB_ZMMu8_MASKmskw_ZMMu8_MEMu8_AVX512,512,yes,1.0,
