AAA		8086	AAA 	ASCII Adjust After Addition	AAA.html
VMULPD	YMM{K}{Z},YMM,YMM/M256/M64BCST	AVX512VL,AVX512,FUTURE	VMULPD YMM{K}{Z}, YMM, YMM/m256/M32BCST	Multiply Float64 Vectors	
VMULPD	ZMM{K}{Z},ZMM,ZMM/M512/M64BCST{ER}	AVX512,FUTURE	VMULPD zmm{K}{Z}, zmm, zmm/m512/M32BCST{ER}	Multiply Float64 Vectors	
VMULPS	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VMULPS XMM, XMM, XMM/M128	Multiply Float32 Vectors	
VMULPS	YMM,YMM,YMM/M256	AVX,SANDYBRIDGE	VMULPS YMM, YMM, YMM/m256	Multiply Float32 Vectors	
VMULPS	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512,FUTURE	VMULPS XMM{K}{Z}, XMM, XMM/M128/M32BCST	Multiply Float32 Vectors	
VMULPS	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512,FUTURE	VMULPS YMM{K}{Z}, YMM, YMM/m256/M32BCST	Multiply Float32 Vectors	
VMULPS	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST{ER}	AVX512,FUTURE	VMULPS zmm{K}{Z}, zmm, zmm/m512/M32BCST{ER}	Multiply Float32 Vectors	
VMULSD	XMM,XMM,XMM/M64	AVX,SANDYBRIDGE	VMULSD XMM, XMM, XMM/m64	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VMULSD	XMM{K}{Z},XMM,XMM/M64{ER}	AVX512,FUTURE	VMULSD XMM{K}{Z}, XMM, XMM/m64{ER}	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VMULSS	XMM,XMM,XMM/M32	AVX,SANDYBRIDGE	VMULSS XMM, XMM, XMM/m32	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VMULSS	XMM{K}{Z},XMM,XMM/M32{ER}	AVX512,FUTURE	VMULSS XMM{K}{Z}, XMM, XMM/m32{ER}	TODO: AVX,SANDYBRIDGE,AVX512,FUTURE	
VORPD	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VORPD XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPD	YMM,YMM,YMM/M256	AVX,SANDYBRIDGE	VORPD YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPD	XMM{K}{Z},XMM,XMM/M128/M64BCST	AVX512VL,AVX512DQ,FUTURE	VORPD XMM{K}{Z}, XMM, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPD	YMM{K}{Z},YMM,YMM/M256/M64BCST	AVX512VL,AVX512DQ,FUTURE	VORPD YMM{K}{Z}, YMM, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPD	ZMM{K}{Z},ZMM,ZMM/M512/M64BCST	AVX512DQ,FUTURE	VORPD zmm{K}{Z}, zmm, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPS	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VORPS XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPS	YMM,YMM,YMM/M256	AVX,SANDYBRIDGE	VORPS YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPS	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512DQ,FUTURE	VORPS XMM{K}{Z}, XMM, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPS	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512DQ,FUTURE	VORPS YMM{K}{Z}, YMM, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VORPS	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512DQ,FUTURE	VORPS zmm{K}{Z}, zmm, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,AVX512VL,AVX512DQ,FUTURE	
VPABSB	XMM,XMM/M128	AVX,SANDYBRIDGE	VPABSB XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSB	YMM,YMM/M256	FUTURE,AVX2	VPABSB YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSB	XMM{K}{Z},XMM/M128	AVX512VL,AVX512BW,FUTURE	VPABSB XMM{K}{Z}, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSB	YMM{K}{Z},YMM/M256	AVX512VL,AVX512BW,FUTURE	VPABSB YMM{K}{Z}, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSB	ZMM{K}{Z},ZMM/M512	AVX512BW,FUTURE	VPABSB zmm{K}{Z}, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSW	XMM,XMM/M128	AVX,SANDYBRIDGE	VPABSW XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSW	YMM,YMM/M256	FUTURE,AVX2	VPABSW YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSW	XMM{K}{Z},XMM/M128	AVX512VL,AVX512BW,FUTURE	VPABSW XMM{K}{Z}, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSW	YMM{K}{Z},YMM/M256	AVX512VL,AVX512BW,FUTURE	VPABSW YMM{K}{Z}, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSW	ZMM{K}{Z},ZMM/M512	AVX512BW,FUTURE	VPABSW zmm{K}{Z}, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPABSD	XMM,XMM/M128	AVX,SANDYBRIDGE	VPABSD XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPABSD	YMM,YMM/M256	FUTURE,AVX2	VPABSD YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPABSD	XMM{K}{Z},XMM/M128/M32BCST	AVX512VL,AVX512,FUTURE	VPABSD XMM{K}{Z}, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPABSD	YMM{K}{Z},YMM/M256/M32BCST	AVX512VL,AVX512,FUTURE	VPABSD YMM{K}{Z}, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPABSD	ZMM{K}{Z},ZMM/M512/M32BCST	AVX512,FUTURE	VPABSD zmm{K}{Z}, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPACKSSWB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPACKSSWB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSWB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPACKSSWB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSWB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPACKSSWB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSWB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPACKSSWB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSWB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPACKSSWB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSDW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPACKSSDW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSDW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPACKSSDW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSDW	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512BW,FUTURE	VPACKSSDW XMM{K}{Z}, XMM, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSDW	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512BW,FUTURE	VPACKSSDW YMM{K}{Z}, YMM, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKSSDW	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512BW,FUTURE	VPACKSSDW zmm{K}{Z}, zmm, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSWB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPACKUSWB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSWB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPACKUSWB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSWB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPACKUSWB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSWB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPACKUSWB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSWB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPACKUSWB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSDW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPACKUSDW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSDW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPACKUSDW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSDW	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512BW,FUTURE	VPACKUSDW XMM{K}{Z}, XMM, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSDW	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512BW,FUTURE	VPACKUSDW YMM{K}{Z}, YMM, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPACKUSDW	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512BW,FUTURE	VPACKUSDW zmm{K}{Z}, zmm, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDW	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDW XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDW	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDW YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDW	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDW zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDD	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDD XMM, XMM, XMM/M128	Add Int32 Vectors	
VPADDD	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDD YMM, YMM, YMM/m256	Add Int32 Vectors	
VPADDD	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512,FUTURE	VPADDD XMM{K}{Z}, XMM, XMM/M128/M32BCST	Add Int32 Vectors	
VPADDD	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512,FUTURE	VPADDD YMM{K}{Z}, YMM, YMM/m256/M32BCST	Add Int32 Vectors	
VPADDD	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512,FUTURE	VPADDD zmm{K}{Z}, zmm, zmm/m512/M32BCST	Add Int32 Vectors	
VPADDQ	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDQ XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPADDQ	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDQ YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPADDQ	XMM{K}{Z},XMM,XMM/M128/M64BCST	AVX512VL,AVX512,FUTURE	VPADDQ XMM{K}{Z}, XMM, XMM/M128/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPADDQ	YMM{K}{Z},YMM,YMM/M256/M64BCST	AVX512VL,AVX512,FUTURE	VPADDQ YMM{K}{Z}, YMM, YMM/m256/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPADDQ	ZMM{K}{Z},ZMM,ZMM/M512/M64BCST	AVX512,FUTURE	VPADDQ zmm{K}{Z}, zmm, zmm/m512/M32BCST	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPADDSB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDSB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDSB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDSB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDSB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDSB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDSW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDSW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSW	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDSW XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSW	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDSW YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDSW	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDSW zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDUSB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDUSB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDUSB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDUSB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDUSB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPADDUSW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPADDUSW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSW	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPADDUSW XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSW	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPADDUSW YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPADDUSW	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPADDUSW zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPALIGNR	XMM,XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPALIGNR XMM, XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPALIGNR	YMM,YMM,YMM/M256,IMM8	FUTURE,AVX2	VPALIGNR YMM, YMM, YMM/m256, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPALIGNR	XMM{K}{Z},XMM,XMM/M128,IMM8	AVX512VL,AVX512BW,FUTURE	VPALIGNR XMM{K}{Z}, XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPALIGNR	YMM{K}{Z},YMM,YMM/M256,IMM8	AVX512VL,AVX512BW,FUTURE	VPALIGNR YMM{K}{Z}, YMM, YMM/m256, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPALIGNR	ZMM{K}{Z},ZMM,ZMM/M512,IMM8	AVX512BW,FUTURE	VPALIGNR zmm{K}{Z}, zmm, zmm/m512, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAND	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPAND XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPAND	YMM,YMM,YMM/M256	FUTURE,AVX2	VPAND YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPANDN	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPANDN XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPANDN	YMM,YMM,YMM/M256	FUTURE,AVX2	VPANDN YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPAVGB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPAVGB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPAVGB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGB	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPAVGB XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGB	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPAVGB YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGB	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPAVGB zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPAVGW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGW	YMM,YMM,YMM/M256	FUTURE,AVX2	VPAVGW YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGW	XMM{K}{Z},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPAVGW XMM{K}{Z}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGW	YMM{K}{Z},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPAVGW YMM{K}{Z}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPAVGW	ZMM{K}{Z},ZMM,ZMM/M512	AVX512BW,FUTURE	VPAVGW zmm{K}{Z}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPBLENDVB	XMM,XMM,XMM/M128,XMM	AVX,SANDYBRIDGE	VPBLENDVB XMM, XMM, XMM/M128, XMM	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPBLENDVB	YMM,YMM,YMM/M256,YMM	FUTURE,AVX2	VPBLENDVB YMM, YMM, YMM/m256, YMM	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPBLENDW	XMM,XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPBLENDW XMM, XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPBLENDW	YMM,YMM,YMM/M256,IMM8	FUTURE,AVX2	VPBLENDW YMM, YMM, YMM/m256, IMM8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPCMPESTRI	XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPCMPESTRI XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE	
VPCMPESTRM	XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPCMPESTRM XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE	
VPCMPISTRI	XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPCMPISTRI XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE	
VPCMPISTRM	XMM,XMM/M128,IMM8	AVX,SANDYBRIDGE	VPCMPISTRM XMM, XMM/M128, IMM8	TODO: AVX,SANDYBRIDGE	
VPCMPEQB	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPCMPEQB XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPCMPEQB	YMM,YMM,YMM/M256	FUTURE,AVX2	VPCMPEQB YMM, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPCMPEQB	K{K},XMM,XMM/M128	AVX512VL,AVX512BW,FUTURE	VPCMPEQB K{K}, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPCMPEQB	K{K},YMM,YMM/M256	AVX512VL,AVX512BW,FUTURE	VPCMPEQB K{K}, YMM, YMM/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPCMPEQB	K{K},ZMM,ZMM/M512	AVX512BW,FUTURE	VPCMPEQB K{K}, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPCMPEQW	XMM,XMM,XMM/M128	AVX,SANDYBRIDGE	VPCMPEQW XMM, XMM, XMM/M128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
