;Intel Cannon Lake
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p23		0.50	PREFETCH_NOP
VPERMT2B	YMM, K, YMM, M256	4	4	1*p015+1*p23+2*p5	7	2.00	AVX512_VBMI_256
VPERMT2B	YMM, YMM, M256	4	4	1*p015+1*p23+2*p5	5	2.00	AVX512_VBMI_256
VPERMT2B	ZMM, K, ZMM, M512	4	4	1*p05+1*p23+2*p5	7	2.00	AVX512_VBMI_512
VPERMT2B	ZMM, ZMM, M512	4	4	1*p05+1*p23+2*p5	5	2.00	AVX512_VBMI_512
VPERMT2D	XMM, K, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2D	XMM, K, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPERMT2D	XMM, XMM, M32_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2D	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2D	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2D	YMM, YMM, M32_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2D	ZMM, K, ZMM, M32_1to16	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2D	ZMM, K, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPERMT2D	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2D	YMM, K, YMM, M32_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PD	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2PD	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2PD	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPERMT2PD	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PD	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PD	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2PD	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2PD	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2PD	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPERMT2PD	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PD	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2PS	XMM, K, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2PS	XMM, K, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPERMT2PS	XMM, XMM, M32_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2PS	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PS	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2PS	YMM, YMM, M32_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2PS	ZMM, K, ZMM, M32_1to16	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2PS	ZMM, K, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPERMT2PS	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2PS	YMM, K, YMM, M32_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2Q	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2Q	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPERMT2Q	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPERMT2Q	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2Q	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2Q	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2Q	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2Q	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPERMT2Q	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPERMT2Q	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPERMT2Q	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPERMT2W	XMM, K, XMM, M128	4	4	1*p015+1*p23+2*p5	9	2.00	AVX512BW_128
VPERMT2W	XMM, XMM, M128	4	4	1*p015+1*p23+2*p5	7	2.00	AVX512BW_128
VPERMT2W	YMM, K, YMM, M256	4	4	1*p015+1*p23+2*p5	9	2.00	AVX512BW_256
VPERMT2W	YMM, YMM, M256	4	4	1*p015+1*p23+2*p5	7	2.00	AVX512BW_256
VPERMT2W	ZMM, K, ZMM, M512	4	4	1*p05+1*p23+2*p5	9	2.00	AVX512BW_512
VPERMT2W	ZMM, ZMM, M512	4	4	1*p05+1*p23+2*p5	7	2.00	AVX512BW_512
VPERMW	XMM, K, XMM, M128	3	3	1*p01+1*p23+1*p5	6	1.00	AVX512BW_128
VPERMW	XMM, XMM, M128	3	3	1*p01+1*p23+1*p5	4	1.00	AVX512BW_128
VPERMW	YMM, K, YMM, M256	3	3	1*p01+1*p23+1*p5	6	1.00	AVX512BW_256
VPERMW	YMM, YMM, M256	3	3	1*p01+1*p23+1*p5	4	1.00	AVX512BW_256
VPERMW	ZMM, K, ZMM, M512	3	3	1*p0+1*p23+1*p5	6	1.00	AVX512BW_512
VPERMW	ZMM, ZMM, M512	3	3	1*p0+1*p23+1*p5	4	1.00	AVX512BW_512
VPEXPANDD	XMM, K, M128	2	3	1*p23+2*p5	6	2.00	AVX512F_128
VPEXPANDD	XMM, M128	2	3	1*p23+2*p5		2.00	AVX512F_128
VPEXPANDD	YMM, K, M256	2	3	1*p23+2*p5	6	2.00	AVX512F_256
VPEXPANDD	YMM, M256	2	3	1*p23+2*p5		2.00	AVX512F_256
VPEXPANDD	ZMM, K, M512	2	3	1*p23+2*p5	6	2.00	AVX512F_512
VPEXPANDD	ZMM, M512	2	3	1*p23+2*p5		2.00	AVX512F_512
VPEXPANDQ	XMM, K, M128	2	3	1*p23+2*p5	6	2.00	AVX512F_128
VPEXPANDQ	XMM, M128	2	3	1*p23+2*p5		2.00	AVX512F_128
VPEXPANDQ	YMM, K, M256	2	3	1*p23+2*p5	6	2.00	AVX512F_256
VPEXPANDQ	YMM, M256	2	3	1*p23+2*p5		2.00	AVX512F_256
VPEXPANDQ	ZMM, K, M512	2	3	1*p23+2*p5	6	2.00	AVX512F_512
VPEXPANDQ	ZMM, M512	2	3	1*p23+2*p5		2.00	AVX512F_512
VPEXTRB	M8, XMM, I8	2	3	1*p237+1*p4+1*p5	15	1.00	AVX512BW_128N
VPEXTRD	M32, XMM, I8	2	3	1*p237+1*p4+1*p5	5	1.00	AVX512DQ_128N
VPEXTRQ	M64, XMM, I8	2	3	1*p237+1*p4+1*p5	5	1.00	AVX512DQ_128N
VPEXTRW_C5	R32, XMM, I8	2	2	1*p0+1*p5	4	1.00	AVX512BW_128N
VPGATHERDD	XMM, K, VSIB_XMM	4	4	1*p0+4*p23+1*p5	19	3.00	AVX512F_128
VPGATHERDD	ZMM, K, VSIB_ZMM	4	4	1*p0+16*p23+1*p5	25	9.00	AVX512F_512
VPGATHERDQ	YMM, K, VSIB_XMM	4	4	1*p0+4*p23+1*p5	19	3.00	AVX512F_256
VPGATHERQD	XMM, K, VSIB_XMM	4	4	1*p0+2*p23+1*p5	17	2.00	AVX512F_128
VPGATHERQD	YMM, K, VSIB_ZMM	4	4	1*p0+8*p23+1*p5	21	5.00	AVX512F_512
VPGATHERQQ	YMM, K, VSIB_YMM	4	4	1*p0+4*p23+1*p5	19	3.00	AVX512F_256
VPINSRB	XMM, XMM, M8, I8	2	2	1*p23+1*p5	1	1.00	AVX512BW_128N
VPINSRD	XMM, XMM, M32, I8	2	2	1*p23+1*p5	1	1.00	AVX512DQ_128N
VPINSRQ	XMM, XMM, M64, I8	2	2	1*p23+1*p5	1	1.00	AVX512DQ_128N
VPINSRW	XMM, XMM, M16, I8	2	2	1*p23+1*p5	1	1.00	AVX512BW_128N
VPLZCNTD	XMM, K, M128	2	2	1*p01+1*p23	4	1.00	AVX512CD_128
VPLZCNTD	XMM, K, XMM	1	1	1*p01	4	0.50	AVX512CD_128
VPLZCNTD	XMM, M32_1to4	2	2	1*p01+1*p23		1.00	AVX512CD_128
VPLZCNTD	YMM, K, M256	2	2	1*p01+1*p23	4	1.00	AVX512CD_256
VPLZCNTD	YMM, K, YMM	1	1	1*p01	4	0.50	AVX512CD_256
VPLZCNTD	YMM, M32_1to8	2	2	1*p01+1*p23		1.00	AVX512CD_256
VPLZCNTD	ZMM, K, M32_1to16	2	2	1*p0+1*p23	4	1.00	AVX512CD_512
VPLZCNTD	ZMM, K, ZMM	1	1	1*p0	4	1.00	AVX512CD_512
VPLZCNTD	ZMM, M512	2	2	1*p0+1*p23		1.00	AVX512CD_512
VPLZCNTD	YMM, K, M32_1to8	2	2	1*p01+1*p23	4	1.00	AVX512CD_256
VPLZCNTQ	XMM, K, M64_1to2	2	2	1*p01+1*p23	4	1.00	AVX512CD_128
VPLZCNTQ	XMM, M128	2	2	1*p01+1*p23		1.00	AVX512CD_128
VPLZCNTQ	XMM, XMM	1	1	1*p01	4	0.50	AVX512CD_128
VPLZCNTQ	YMM, K, M64_1to4	2	2	1*p01+1*p23	4	1.00	AVX512CD_256
VPLZCNTQ	YMM, M256	2	2	1*p01+1*p23		1.00	AVX512CD_256
VPLZCNTQ	YMM, YMM	1	1	1*p01	4	0.50	AVX512CD_256
VPLZCNTQ	ZMM, K, M64_1to8	2	2	1*p0+1*p23	4	1.00	AVX512CD_512
VPLZCNTQ	ZMM, M512	2	2	1*p0+1*p23		1.00	AVX512CD_512
VPLZCNTQ	ZMM, ZMM	1	1	1*p0	4	1.00	AVX512CD_512
VPLZCNTQ	YMM, K, M256	2	2	1*p01+1*p23	4	1.00	AVX512CD_256
VPLZCNTQ	YMM, K, YMM	1	1	1*p01	4	0.50	AVX512CD_256
VPMADD52HUQ	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.52	AVX512_IFMA_128
VPMADD52HUQ	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512_IFMA_128
VPMADD52HUQ	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.54	AVX512_IFMA_256
VPMADD52HUQ	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512_IFMA_512
VPMADD52HUQ	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512_IFMA_512
VPMADD52HUQ	ZMM, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512_IFMA_512
VPMADD52HUQ	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512_IFMA_128
VPMADD52HUQ	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512_IFMA_128
VPMADD52HUQ	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.54	AVX512_IFMA_256
VPMADD52HUQ	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512_IFMA_128
VPMADD52HUQ	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.52	AVX512_IFMA_256
VPMADD52LUQ	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.52	AVX512_IFMA_128
VPMADD52LUQ	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.52	AVX512_IFMA_256
VPMADD52LUQ	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512_IFMA_256
VPMADD52LUQ	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512_IFMA_512
VPMADD52LUQ	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512_IFMA_512
VPMADD52LUQ	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512_IFMA_512
VPMADD52LUQ	XMM, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512_IFMA_128
VPMADD52LUQ	YMM, YMM, M256	1	2	1*p01+1*p23	4	0.52	AVX512_IFMA_256
VPMADD52LUQ	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX512_IFMA_256
VPMADD52LUQ	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512_IFMA_128
VPMADD52LUQ	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512_IFMA_256
VPMADDUBSW	XMM, K, XMM, M128	1	2	1*p01+1*p23	6	0.53	AVX512BW_128
VPMADDUBSW	YMM, K, YMM, M256	1	2	1*p01+1*p23	6	0.54	AVX512BW_256
VPMADDUBSW	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	6	1.00	AVX512BW_512
VPMADDUBSW	ZMM, ZMM, M512	1	2	1*p0+1*p23	5	1.00	AVX512BW_512
VPMADDUBSW	XMM, XMM, M128	1	2	1*p01+1*p23	5	0.52	AVX512BW_128
VPMADDUBSW	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.53	AVX512BW_256
VPMADDUBSW	YMM, K, YMM, M256	1	2	1*p01+1*p23	6	0.53	AVX512BW_256
VPMADDWD	XMM, K, XMM, M128	1	2	1*p01+1*p23	5	0.54	AVX512BW_128
VPMADDWD	YMM, K, YMM, M256	1	2	1*p01+1*p23	5	0.53	AVX512BW_256
VPMADDWD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	5	1.00	AVX512BW_512
VPMADDWD	ZMM, ZMM, M512	1	2	1*p0+1*p23	5	1.00	AVX512BW_512
VPMADDWD	XMM, XMM, M128	1	2	1*p01+1*p23	5	0.53	AVX512BW_128
VPMADDWD	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.54	AVX512BW_256
VPMADDWD	XMM, K, XMM, M128	1	2	1*p01+1*p23	5	0.53	AVX512BW_128
VPMAXSB	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMAXSB	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMAXSB	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMAXSB	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMAXSB	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMAXSB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMAXSD	XMM, K, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMAXSD	XMM, K, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMAXSD	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMAXSD	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMAXSD	ZMM, K, ZMM, ZMM	1	1	1*p0	1	1.00	AVX512F_512
VPMAXSD	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMAXSD	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMAXSD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMAXSD	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMAXSQ	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMAXSQ	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMAXSQ	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPMAXSQ	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXSQ	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXSQ	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMAXSQ	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMAXSQ	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMAXSQ	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPMAXSQ	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXSQ	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMAXSW	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMAXSW	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMAXSW	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMAXSW	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMAXSW	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMAXSW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMAXUB	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMAXUB	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMAXUB	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMAXUB	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMAXUB	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMAXUB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMAXUD	XMM, K, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMAXUD	XMM, K, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMAXUD	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMAXUD	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMAXUD	ZMM, K, ZMM, ZMM	1	1	1*p0	1	1.00	AVX512F_512
VPMAXUD	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMAXUD	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMAXUD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMAXUD	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMAXUQ	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMAXUQ	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMAXUQ	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPMAXUQ	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXUQ	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXUQ	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMAXUQ	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMAXUQ	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMAXUQ	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPMAXUQ	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMAXUQ	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMAXUW	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMAXUW	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMAXUW	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMAXUW	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMAXUW	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMAXUW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMINSB	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMINSB	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMINSB	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMINSB	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMINSB	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMINSB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMINSD	XMM, K, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMINSD	XMM, K, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMINSD	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMINSD	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMINSD	ZMM, K, ZMM, ZMM	1	1	1*p0	1	1.00	AVX512F_512
VPMINSD	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMINSD	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMINSD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMINSD	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMINSQ	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMINSQ	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMINSQ	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPMINSQ	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINSQ	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINSQ	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMINSQ	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMINSQ	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMINSQ	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPMINSQ	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINSQ	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMINSW	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMINSW	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMINSW	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMINSW	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMINSW	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMINSW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMINUB	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMINUB	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMINUB	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMINUB	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMINUB	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMINUB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMINUD	XMM, K, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMINUD	XMM, K, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMINUD	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMINUD	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMINUD	ZMM, K, ZMM, ZMM	1	1	1*p0	1	1.00	AVX512F_512
VPMINUD	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512F_512
VPMINUD	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512F_128
VPMINUD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX512F_128
VPMINUD	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	1	0.50	AVX512F_256
VPMINUQ	XMM, K, XMM, M64_1to2	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMINUQ	XMM, XMM, M128	1	2	1*p23+1*p5	3	1.00	AVX512F_128
VPMINUQ	XMM, XMM, XMM	1	1	1*p5	3	1.00	AVX512F_128
VPMINUQ	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINUQ	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINUQ	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMINUQ	ZMM, K, ZMM, M64_1to8	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMINUQ	ZMM, ZMM, M512	1	2	1*p23+1*p5	3	1.00	AVX512F_512
VPMINUQ	ZMM, ZMM, ZMM	1	1	1*p5	3	1.00	AVX512F_512
VPMINUQ	YMM, K, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX512F_256
VPMINUQ	YMM, K, YMM, YMM	1	1	1*p5	3	1.00	AVX512F_256
VPMINUW	XMM, K, XMM, M128	1	2	1*p01+1*p23	3	0.50	AVX512BW_128
VPMINUW	YMM, K, YMM, M256	1	2	1*p01+1*p23	3	0.50	AVX512BW_256
VPMINUW	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	3	1.00	AVX512BW_512
VPMINUW	ZMM, ZMM, M512	1	2	1*p0+1*p23	1	1.00	AVX512BW_512
VPMINUW	XMM, XMM, M128	1	2	1*p01+1*p23	1	0.50	AVX512BW_128
VPMINUW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX512BW_256
VPMOVB2M	K, XMM	1	1	1*p0	3	1.00	AVX512BW_128
VPMOVB2M	K, ZMM	1	1	1*p0	3	1.00	AVX512BW_512
VPMOVD2M	K, YMM	1	1	1*p0	3	1.00	AVX512DQ_256
VPMOVDB	M128, K, ZMM	3	4	1*p237+1*p4+2*p5	8	2.00	AVX512F_512
VPMOVDB	M32, K, XMM	3	4	1*p237+1*p4+2*p5	6	2.00	AVX512F_128
VPMOVDB	M64, K, YMM	3	4	1*p237+1*p4+2*p5	8	2.00	AVX512F_256
VPMOVDB	XMM, K, XMM	2	2	2*p5	4	2.00	AVX512F_128
VPMOVDB	XMM, K, ZMM	2	2	2*p5	6	2.00	AVX512F_512
VPMOVDB	XMM, YMM	2	2	2*p5	4	2.00	AVX512F_256
