;Intel Goldmont Plus (Atom)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1			1.00	PREFETCH_NOP
HADDPS	XMM, XMM	4	4		6	6.00	SSE3
HSUBPD	XMM, XMM	4	4		6	5.00	SSE3
HSUBPS	XMM, XMM	4	4		6	6.00	SSE3
MOVDDUP	XMM, M64	1	1			1.00	SSE3
MOVSHDUP	XMM, M128	1	1			1.00	SSE3
MOVSLDUP	XMM, M128	1	1			1.00	SSE3
BLENDPD	XMM, M128, I8	1	1		1	1.00	SSE4
BLENDPS	XMM, M128, I8	1	1		1	1.00	SSE4
BLENDVPD	XMM, M128	3	3		2	4.00	SSE4
BLENDVPS	XMM, M128	3	3		2	4.00	SSE4
CRC32	R32, M16	1	1		3	6.00	SSE42
CRC32	R32, M8	1	1		3	1.00	SSE42
CRC32	R32, R32	1	1		3	1.00	SSE42
CRC32	R32, R8l	1	1		3	1.00	SSE42
CRC32	R64, M8	1	1		3	1.00	SSE42
CRC32	R64, R8l	1	1		3	1.00	SSE42
DPPD	XMM, XMM, I8	5	5		12	5.00	SSE4
DPPS	XMM, XMM, I8	9	9		19	10.00	SSE4
EXTRACTPS	R32, XMM, I8	1	1		8	1.00	SSE4
INSERTPS	XMM, XMM, I8	1	1		1	0.50	SSE4
MPSADBW	XMM, M128, I8	4	4		5	5.00	SSE4
PACKUSDW	XMM, M128	1	1		1	1.00	SSE4
PBLENDVB	XMM, M128	3	3		2	4.00	SSE4
PBLENDW	XMM, M128, I8	1	1		1	1.00	SSE4
PCMPEQQ	XMM, M128	1	1		2	1.00	SSE4
PCMPESTRI	XMM, M128, I8	11	11		31	10.00	SSE42
PCMPESTRI64	XMM, M128, I8	11	11		31	10.00	SSE42
PCMPESTRM	XMM, M128, I8	10	10		31	14.00	SSE42
PCMPESTRM64	XMM, M128, I8	10	10		31	14.00	SSE42
PCMPGTQ	XMM, M128	1	1		5	2.00	SSE42
PCMPISTRI	XMM, M128, I8	7	7		24	8.00	SSE42
PCMPISTRM	XMM, M128, I8	6	6		24	8.00	SSE42
PEXTRB	M8, XMM, I8	1	1		11	2.00	SSE4
PEXTRD	M32, XMM, I8	1	1		5	2.00	SSE4
PEXTRQ	M64, XMM, I8	1	1		5	2.00	SSE4
PEXTRW_SSE4	M16, XMM, I8	1	1		11	2.00	SSE4
PHMINPOSUW	XMM, XMM	1	1		5	2.00	SSE4
PINSRB	XMM, R32, I8	1	1		8	1.00	SSE4
PINSRD	XMM, R32, I8	1	1		8	1.00	SSE4
PINSRQ	XMM, R64, I8	1	1		8	1.00	SSE4
PMAXSB	XMM, XMM	1	1		1	0.50	SSE4
PMAXSD	XMM, XMM	1	1		1	0.50	SSE4
PMAXUD	XMM, XMM	1	1		1	0.50	SSE4
PMAXUW	XMM, XMM	1	1		1	0.50	SSE4
PMINSB	XMM, XMM	1	1		1	0.50	SSE4
PMINSD	XMM, XMM	1	1		1	0.50	SSE4
PMINUD	XMM, XMM	1	1		1	0.50	SSE4
PMINUW	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXBD	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXBQ	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXBW	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXDQ	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXWD	XMM, XMM	1	1		1	0.50	SSE4
PMOVSXWQ	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXBD	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXBQ	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXBW	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXDQ	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXWD	XMM, XMM	1	1		1	0.50	SSE4
PMOVZXWQ	XMM, XMM	1	1		1	0.50	SSE4
PMULDQ	XMM, XMM	1	1		4	1.00	SSE4
PMULLD	XMM, XMM	1	1		5	2.00	SSE4
POPCNT	R16, R16	2	2		4	4.00	POPCNT
POPCNT	R32, R32	1	1		3	1.00	POPCNT
POPCNT	R64, R64	1	1		3	1.00	POPCNT
PTEST	XMM, XMM	1	1		8	1.00	SSE4
ROUNDPD	XMM, XMM, I8	1	1		6	1.00	SSE4
ROUNDPS	XMM, XMM, I8	1	1		6	1.00	SSE4
ROUNDSD	XMM, XMM, I8	1	1		6	1.00	SSE4
ROUNDSS	XMM, XMM, I8	1	1		6	1.00	SSE4
PABSB	MM, M64	1	1			1.00	SSSE3MMX
PABSB	XMM, M128	1	1			1.00	SSSE3
PABSD	MM, M64	1	1			1.00	SSSE3MMX
PABSD	XMM, M128	1	1			1.00	SSSE3
PABSW	MM, M64	1	1			1.00	SSSE3MMX
PABSW	XMM, M128	1	1			1.00	SSSE3
PALIGNR	MM, M64, I8	1	1		1	1.00	SSSE3MMX
PALIGNR	XMM, M128, I8	1	1		1	1.00	SSSE3
PHADDD	MM, M64	4	4		2	6.00	SSSE3MMX
PHADDD	XMM, M128	4	4		2	6.00	SSSE3
PHADDSW	MM, M64	6	6		4	5.00	SSSE3MMX
PHADDSW	XMM, M128	8	8		4	9.00	SSSE3
PHADDW	MM, M64	6	6		4	5.00	SSSE3MMX
PHADDW	XMM, M128	8	8		4	9.00	SSSE3
PHSUBD	MM, M64	4	4		2	6.00	SSSE3MMX
PHSUBD	XMM, M128	4	4		2	6.00	SSSE3
PHSUBSW	MM, M64	6	6		4	5.00	SSSE3MMX
PHSUBSW	XMM, M128	8	8		4	9.00	SSSE3
PHSUBW	MM, M64	6	6		4	5.00	SSSE3MMX
PHSUBW	XMM, M128	8	8		4	9.00	SSSE3
PMADDUBSW	MM, M64	1	1		4	1.00	SSSE3MMX
PMADDUBSW	XMM, M128	1	1		4	1.00	SSSE3
PMULHRSW	MM, M64	1	1		4	1.00	SSSE3MMX
PMULHRSW	XMM, M128	1	1		4	1.00	SSSE3
PSHUFB	MM, M64	1	1		1	1.00	SSSE3MMX
PSHUFB	XMM, M128	1	1		1	1.00	SSSE3
PSIGNB	MM, M64	1	1		1	1.00	SSSE3MMX
PSIGNB	XMM, M128	1	1		1	1.00	SSSE3
PSIGND	MM, M64	1	1		1	1.00	SSSE3MMX
PSIGND	XMM, M128	1	1		1	1.00	SSSE3
PSIGNW	MM, M64	1	1		1	1.00	SSSE3MMX
PSIGNW	XMM, M128	1	1		1	1.00	SSSE3
XGETBV		9	9		18	11.50	XSAVE
XSAVE64	M4608	56	56			70.17	XSAVE
XSAVEC	M4608	70	70			91.75	XSAVEC
XSAVEOPT	M4608	56	56			73.00	XSAVEOPT
XSAVES	M4608	70	70			92.25	XSAVES
