;Intel Conroe (Core 2)
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p015		3.00	PREFETCH_NOP
XADD	M8, R8h	6	6	2*p015+1*p2+1*p3+1*p4+1*p5	5	5.00	I486REAL
XADD	R16, R16	4	4	4*p015	3	1.33	I486REAL
XADD	R64, R64	4	4	4*p015	3	1.33	I486REAL
XADD	R8h, R8l	4	4	4*p015	3	1.50	I486REAL
XADD	R8l, R8l	4	4	4*p015	3	1.33	I486REAL
XADD	M32, R32	8	8	2*p015+1*p05+1*p2+2*p3+1*p4	29	20.00	lock I486REAL
XADD	M8, R8h	8	8	2*p015+1*p05+1*p2+2*p3+1*p4	29	20.00	lock I486REAL
XCHG	M16, R16	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	27	18.25	I86
XCHG	M64, R64	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	27	18.25	I86
XCHG	M8, R8l	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	27	18.25	I86
XCHG	R16, R16	3	3	3*p015	2	1.00	I86
XCHG	R32, R32	3	3	3*p015	2	1.00	I86
XCHG	R64, RAX	3	3	3*p015	2	1.00	I86
XCHG	R8h, R8l	3	3	3*p015	2	1.00	I86
XCHG	R8l, R8l	3	3	3*p015	2	1.00	I86
XOR	AL, 0	1	1	1*p015	1	0.67	I86
XOR	AX, I16	1	1	1*p015	1	1.75	I86
XOR	M16, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
XOR	M16, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
XOR	M32, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.06	I86
XOR	M32, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
XOR	M64, 0	4	4	1*p015+1*p2+1*p3+1*p4		1.00	I86
XOR	M64, I8	4	4	1*p015+1*p2+1*p3+1*p4		1.06	I86
XOR	M8, 0	4	4	1*p015+1*p2+1*p3+1*p4		2.00	I86
XOR	M8, R8h	4	4	1*p015+1*p2+1*p3+1*p4	5	2.00	I86
XOR	R16, 0	1	1	1*p015	1	0.33	I86
XOR	R16, I8	1	1	1*p015	1	0.33	I86
XOR	R32, 0	1	1	1*p015	1	0.33	I86
XOR	R32, I8	1	1	1*p015	1	0.33	I86
XOR	R64, 0	1	1	1*p015	1	0.33	I86
XOR	R64, I8	1	1	1*p015	1	0.33	I86
XOR	R8h, 0	1	1	1*p015	1	0.33	I86
XOR	R8h, M8	2	2	1*p015+1*p2	1	1.00	I86
XOR	RAX, I32	1	1	1*p015	1	0.67	I86
XOR	R8h, R8l	1	1	1*p015	1	0.33	I86
XOR	R8l, R8l	1	1	1*p015	1	0.33	I86
XOR	R32, R32	1	1	1*p015	1	0.33	I86
XOR	R8h, R8h	1	1	1*p015	1	0.33	I86
XOR	R8l, R8h	1	1	1*p015	1	0.42	I86
XOR	R16, R16	1	1	1*p015	1	0.33	I86
XOR	R64, R64	1	1	1*p015	1	0.33	I86
XOR	M16, I16	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
XOR	M16, R16	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
XOR	M32, I32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
XOR	M32, R32	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
XOR	M64, I32	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
XOR	M64, R64	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	30	20.25	lock I86
XOR	M8, I8	8	8	1*p015+1*p05+1*p2+2*p3+1*p4+1*p5		20.00	lock I86
XOR	M8, R8l	7	7	1*p015+1*p05+1*p2+2*p3+1*p4	29	20.25	lock I86
XOR	R8l, I8	1	1	1*p015	1	0.33	I86
CLFLUSH	M512	4	4	1*p0+1*p3+1*p4+1*p5		46.78	CLFSH
CDQE		1	1	1*p015	1	1.00	LONGMODE
REPE_CMPSQ		17	17	1*p0+4*p015+3*p05+3*p1+6*p5		20.00	LONGMODE
CMPXCHG16B	M128	17	17	2*p0+11*p015+1*p2+1*p3+1*p4+1*p5	12	9.00	CMPXCHG16B
CQO		1	1	1*p05	1	1.00	LONGMODE
LODSQ		3	3	1*p015+2*p2		2.00	LONGMODE
REP_LODSQ		14	14	4*p015+5*p05+1*p1+4*p5		20.00	LONGMODE
REP_MOVSQ		77	77	3*p0+8*p015+10*p05+12*p1+12*p2+13*p3+13*p4+6*p5		30.00	LONGMODE
MOVSXD	R64, M32	2	2	1*p015+1*p2		1.00	LONGMODE
POPFQ		26	26	8*p015+5*p05+7*p1+1*p2+5*p5		21.00	LONGMODE
SCASQ		4	4	2*p015+2*p2	2	2.00	LONGMODE
REPNE_SCASQ		17	17	1*p0+5*p015+3*p05+2*p1+6*p5		19.00	LONGMODE
REP_STOSQ		58	58	8*p015+9*p05+9*p1+13*p3+13*p4+6*p5		26.00	LONGMODE
LZCNT	R16, M16	3	3	1*p015+1*p1+1*p2	1	1.00	LZCNT
LZCNT	R32, M32	3	3	1*p015+1*p1+1*p2	1	1.00	LZCNT
LZCNT	R64, M64	3	3	1*p015+1*p1+1*p2	1	1.00	LZCNT
EMMS		11	11	8*p015+1*p05+2*p1		6.00	PENTIUMMMX
MOVD	M32, MM	2	2	1*p3+1*p4	11	1.00	PENTIUMMMX
MOVD	MM, R32	1	1	1*p05	3	0.50	PENTIUMMMX
MOVNTQ	M64, MM	2	2	1*p3+1*p4	4	1.00	PENTIUMMMX
MOVQ	MM, M64	1	1	1*p2		1.00	PENTIUMMMX
MOVQ	R64, MM	1	1	1*p015	3	0.33	PENTIUMMMX
MOVQ	MM, MM	1	1	1*p015	1	0.33	PENTIUMMMX
PACKSSDW	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PACKSSWB	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PACKUSWB	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PADDB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDD	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDQ	MM, MM	2	2	1*p0+1*p5	2	1.00	SSE2MMX
PADDSB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDSW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDUSB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDUSW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PADDW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PAND	MM, MM	1	1	1*p015	1	0.33	PENTIUMMMX
PANDN	MM, MM	1	1	1*p015	1	0.33	PENTIUMMMX
PAVGB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PAVGW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPEQB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPEQD	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPEQW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPGTB	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPGTD	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PCMPGTW	MM, MM	1	1	1*p05	1	0.50	PENTIUMMMX
PINSRW	MM, M16, I8	2	2	1*p2+1*p5	1	1.00	PENTIUMMMX
PMADDWD	MM, M64	2	2	1*p1+1*p2	3	1.00	PENTIUMMMX
PMAXSW	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PMAXUB	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PMINSW	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PMINUB	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PMULHW	MM, M64	2	2	1*p1+1*p2	3	1.00	PENTIUMMMX
PMULLW	MM, M64	2	2	1*p1+1*p2	3	1.00	PENTIUMMMX
POR	MM, M64	2	2	1*p015+1*p2	1	1.00	PENTIUMMMX
PSADBW	MM, M64	2	2	1*p1+1*p2	3	1.00	PENTIUMMMX
PSHUFW	MM, M64, I8	2	2	1*p2+1*p5		1.00	PENTIUMMMX
PSLLD	MM, I8	1	1	1*p0	1	1.00	PENTIUMMMX
PSLLD	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PSLLQ	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PSLLW	MM, I8	1	1	1*p0	1	1.00	PENTIUMMMX
PSLLW	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PSRAD	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PSRAW	MM, I8	1	1	1*p0	1	1.00	PENTIUMMMX
PSRAW	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PSRLD	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PSRLQ	MM, I8	1	1	1*p0	1	1.00	PENTIUMMMX
PSRLQ	MM, MM	1	1	1*p0	1	1.00	PENTIUMMMX
PSRLW	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PSUBB	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBD	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBSB	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBSW	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBUSB	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBUSW	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PSUBW	MM, M64	2	2	1*p05+1*p2	1	1.00	PENTIUMMMX
PUNPCKHBW	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PUNPCKHDQ	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PUNPCKHWD	MM, M64	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PUNPCKLBW	MM, M32	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PUNPCKLDQ	MM, M32	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PUNPCKLWD	MM, M32	2	2	1*p0+1*p2	1	1.00	PENTIUMMMX
PXOR	MM, M64	2	2	1*p015+1*p2	1	1.00	PENTIUMMMX
PAUSE		3	3	2*p015+1*p05		8.00	PAUSE
ADDPS	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE
ADDSS	XMM, M32	2	2	1*p1+1*p2	3	1.00	SSE
ANDNPS	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE
ANDPS	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE
CMPPS	XMM, M128, I8	2	2	1*p1+1*p2	3	1.00	SSE
CMPSS	XMM, M32, I8	2	2	1*p1+1*p2	3	1.00	SSE
COMISS	XMM, M32	2	2	1*p1+1*p2	4	1.00	SSE
CVTPI2PS	XMM, M64	2	2	1*p1+1*p2	3	1.00	SSE
CVTPS2PI	MM, M64	2	2	1*p1+1*p2		1.00	SSE
CVTSI2SS	XMM, M32	2	2	1*p1+1*p2	3	1.00	SSE
CVTSI2SS	XMM, R32	1	1	1*p1	3	1.00	SSE
CVTSS2SI	R32, M32	2	2	1*p1+1*p2		1.00	SSE
CVTSS2SI	R64, M32	3	3	1*p0+1*p1+1*p2		1.00	SSE
CVTTPS2PI	MM, M64	2	2	1*p1+1*p2		1.00	SSE
CVTTSS2SI	R32, M32	2	2	1*p1+1*p2		1.00	SSE
CVTTSS2SI	R64, M32	3	3	1*p0+1*p1+1*p2		1.00	SSE
DIVPS	XMM, M128	2	2	1*p0+1*p2		5.00	SSE
DIVSS	XMM, M32	2	2	1*p0+1*p2		5.00	SSE
FXSAVE	M4096	153	153	16*p0+4*p015+1*p05+18*p1+8*p2+38*p3+38*p4+30*p5		134.00	FXSAVE
LDMXCSR	M32	13	13	1*p0+6*p015+1*p1+1*p2+4*p5		38.00	SSEMXCSR
MAXPS	XMM, XMM	1	1	1*p1	3	1.00	SSE
MAXSS	XMM, XMM	1	1	1*p1	3	1.00	SSE
MINPS	XMM, XMM	1	1	1*p1	3	1.00	SSE
MINSS	XMM, XMM	1	1	1*p1	3	1.00	SSE
MOVAPS	XMM, M128	1	1	1*p2		1.00	SSE
MOVAPS	XMM, XMM	1	1	1*p015	1	0.33	SSE
MOVHPS	M64, XMM	3	3	1*p0+1*p3+1*p4	6	1.00	SSE
MOVLHPS	XMM, XMM	1	1	1*p0	1	1.00	SSE
MOVLPS	XMM, M64	2	2	1*p1+1*p2	1	1.00	SSE
MOVNTPS	M128, XMM	2	2	1*p3+1*p4	6	1.00	SSE
MOVSS	XMM, M32	1	1	1*p2		1.00	SSE
MOVSS	XMM, XMM	1	1	1*p015	1	0.33	SSE
MOVUPS	XMM, M128	4	4	1*p0+1*p1+2*p2		2.00	SSE
MOVUPS	XMM, XMM	1	1	1*p015	1	0.33	SSE
MULPS	XMM, XMM	1	1	1*p0	4	1.00	SSE
MULSS	XMM, XMM	1	1	1*p0	4	1.00	SSE
ORPS	XMM, XMM	1	1	1*p015	1	0.33	SSE
PMULHUW	MM, M64	2	2	1*p1+1*p2	3	1.00	PENTIUMMMX
PREFETCHNTA	M512	1	1	1*p2		1.00	SSE_PREFETCH
PREFETCHT1	M512	1	1	1*p2		1.07	SSE_PREFETCH
RCPPS	XMM, M128	2	2	1*p1+1*p2		2.12	SSE
RCPSS	XMM, M32	2	2	1*p1+1*p2	3	2.00	SSE
RSQRTPS	XMM, M128	2	2	1*p1+1*p2		2.12	SSE
RSQRTSS	XMM, M32	2	2	1*p1+1*p2		2.00	SSE
SFENCE		2	2	1*p3+1*p4		9.00	SSE
SHUFPS	XMM, XMM, I8	3	3	1*p0+1*p1+1*p5	4	1.00	SSE
SQRTPS	XMM, XMM	1	1	1*p0		5.02	SSE
SQRTSS	XMM, XMM	1	1	1*p0		5.00	SSE
SUBPS	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE
SUBSS	XMM, M32	2	2	1*p1+1*p2	3	1.00	SSE
UCOMISS	XMM, M32	2	2	1*p1+1*p2	4	1.00	SSE
UNPCKHPS	XMM, M128	4	4	1*p0+1*p1+1*p2+1*p5	2	1.00	SSE
UNPCKLPS	XMM, M128	4	4	1*p0+1*p1+1*p2+1*p5	2	1.00	SSE
XORPS	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE
ADDPD	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
ADDSD	XMM, M64	2	2	1*p1+1*p2	3	1.00	SSE2
ANDNPD	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
ANDPD	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
CMPPD	XMM, M128, I8	2	2	1*p1+1*p2	3	1.00	SSE2
CMPSD	XMM, M64, I8	2	2	1*p1+1*p2	3	1.00	SSE2
COMISD	XMM, M64	2	2	1*p1+1*p2	4	1.00	SSE2
CVTDQ2PD	XMM, M64	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTDQ2PS	XMM, M128	2	2	1*p1+1*p2		1.00	SSE2
CVTPD2DQ	XMM, M128	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTPD2PI	MM, M128	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTPD2PS	XMM, M128	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTPI2PD	XMM, M64	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTPS2DQ	XMM, M128	2	2	1*p1+1*p2		1.00	SSE2
CVTPS2PD	XMM, M64	3	3	2*p0+1*p2		2.00	SSE2
CVTSD2SI	R32, M64	2	2	1*p1+1*p2		1.00	SSE2
CVTSD2SI	R64, M64	2	2	1*p1+1*p2		1.00	SSE2
CVTSD2SS	XMM, M64	3	3	1*p0+1*p1+1*p2	1	1.00	SSE2
CVTSI2SD	XMM, M32	2	2	1*p1+1*p2	3	1.00	SSE2
CVTSI2SD	XMM, R32	2	2	1*p0+1*p1	4	1.00	SSE2
CVTSS2SD	XMM, M32	3	3	2*p0+1*p2	1	2.00	SSE2
CVTTPD2DQ	XMM, M128	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTTPD2PI	MM, M128	3	3	1*p0+1*p1+1*p2		1.00	SSE2
CVTTPS2DQ	XMM, M128	2	2	1*p1+1*p2		1.00	SSE2
CVTTSD2SI	R32, M64	2	2	1*p1+1*p2		1.00	SSE2
CVTTSD2SI	R64, M64	2	2	1*p1+1*p2		1.00	SSE2
DIVPD	XMM, M128	2	2	1*p0+1*p2		5.00	SSE2
DIVSD	XMM, M64	2	2	1*p0+1*p2		5.00	SSE2
LFENCE		2	2	2*p015		8.00	SSE2
MAXPD	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
MAXSD	XMM, M64	2	2	1*p1+1*p2	3	1.00	SSE2
MFENCE		2	2	1*p3+1*p4		6.00	SSE2
MINPD	XMM, XMM	1	1	1*p1	3	1.00	SSE2
MINSD	XMM, XMM	1	1	1*p1	3	1.00	SSE2
MOVAPD	XMM, M128	1	1	1*p2		1.00	SSE2
MOVAPD	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MOVD	R32, XMM	1	1	1*p015	3	0.33	SSE2
MOVD	XMM, R32	1	1	1*p05	3	0.50	SSE2
MOVDQA	M128, XMM	2	2	1*p3+1*p4	6	1.00	SSE2
MOVDQA	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MOVDQU	M128, XMM	9	9	2*p0+1*p015+1*p05+1*p2+2*p3+2*p4	7	4.00	SSE2
MOVDQU	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MOVHPD	M64, XMM	3	3	1*p0+1*p3+1*p4	6	1.00	SSE2
MOVLPD	M64, XMM	2	2	1*p3+1*p4	4	1.00	SSE2
MOVMSKPD	R32, XMM	1	1	1*p0	3	1.00	SSE2
MOVNTI	M32, R32	2	2	1*p3+1*p4	4	1.00	SSE2
MOVNTPD	M128, XMM	2	2	1*p3+1*p4	6	1.00	SSE2
MOVQ	R64, XMM	1	1	1*p015	3	0.33	SSE2
MOVQ	XMM, R64	1	1	1*p05	3	0.50	SSE2
MOVQ	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MOVSD	M64, XMM	2	2	1*p3+1*p4	4	1.00	SSE2
MOVSD	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MOVUPD	M128, XMM	9	9	2*p0+1*p015+1*p05+1*p2+2*p3+2*p4	7	4.00	SSE2
MOVUPD	XMM, XMM	1	1	1*p015	1	0.33	SSE2
MULPD	XMM, M128	2	2	1*p0+1*p2	5	1.00	SSE2
MULSD	XMM, M64	2	2	1*p0+1*p2	5	1.00	SSE2
ORPD	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
PACKSSDW	XMM, M128	4	4	2*p0+1*p1+1*p2	4	2.00	SSE2
PACKSSWB	XMM, M128	4	4	2*p0+1*p1+1*p2	4	2.00	SSE2
PACKUSWB	XMM, M128	4	4	2*p0+1*p1+1*p2	4	2.00	SSE2
PADDB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDD	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDQ	XMM, M128	3	3	1*p0+1*p2+1*p5	2	1.00	SSE2
PADDSB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDSW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDUSB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDUSW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PADDW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PAND	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
PANDN	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
PAVGB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PAVGW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPEQB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPEQD	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPEQW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPGTB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPGTD	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PCMPGTW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PEXTRW	R32, XMM, I8	3	3	1*p0+1*p015+1*p5	6	1.16	SSE2
PINSRW	XMM, R32, I8	3	3	1*p0+1*p05+1*p5	7	1.50	SSE2
PMADDWD	XMM, XMM	1	1	1*p1	3	1.00	SSE2
PMAXSW	XMM, XMM	1	1	1*p05	1	0.50	SSE2
PMAXUB	XMM, XMM	1	1	1*p05	1	0.50	SSE2
PMINSW	XMM, XMM	1	1	1*p05	1	0.50	SSE2
PMINUB	XMM, XMM	1	1	1*p05	1	0.50	SSE2
PMULHUW	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
PMULHW	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
PMULLW	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
PMULUDQ	MM, M64	2	2	1*p1+1*p2	3	1.00	SSE2MMX
PMULUDQ	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
POR	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
PSADBW	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
PSHUFD	XMM, M128, I8	3	3	1*p0+1*p2+1*p5		1.00	SSE2
PSHUFHW	XMM, M128, I8	2	2	1*p2+1*p5		1.00	SSE2
PSHUFLW	XMM, M128, I8	2	2	1*p2+1*p5		1.00	SSE2
PSLLD	XMM, I8	1	1	1*p0	1	1.00	SSE2
PSLLD	XMM, XMM	2	2	1*p0+1*p1	2	1.00	SSE2
PSLLQ	XMM, I8	1	1	1*p0	1	1.00	SSE2
PSLLQ	XMM, XMM	2	2	1*p0+1*p1	2	1.00	SSE2
PSLLW	XMM, M128	3	3	1*p0+1*p1+1*p2	1	1.00	SSE2
PSRAD	XMM, I8	1	1	1*p0	1	1.00	SSE2
PSRAD	XMM, XMM	2	2	1*p0+1*p1	2	1.00	SSE2
PSRAW	XMM, M128	3	3	1*p0+1*p1+1*p2	1	1.00	SSE2
PSRLD	XMM, I8	1	1	1*p0	1	1.00	SSE2
PSRLD	XMM, XMM	2	2	1*p0+1*p1	2	1.00	SSE2
PSRLQ	XMM, I8	1	1	1*p0	1	1.00	SSE2
PSRLQ	XMM, XMM	2	2	1*p0+1*p1	2	1.00	SSE2
PSRLW	XMM, M128	3	3	1*p0+1*p1+1*p2	1	1.00	SSE2
PSUBB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBD	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBQ	MM, M64	3	3	1*p0+1*p2+1*p5	2	1.00	SSE2MMX
PSUBQ	XMM, M128	3	3	1*p0+1*p2+1*p5	2	1.00	SSE2
PSUBSB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBSW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBUSB	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBUSW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PSUBW	XMM, M128	2	2	1*p05+1*p2	1	1.00	SSE2
PUNPCKHBW	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PUNPCKHDQ	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PUNPCKHQDQ	XMM, M128	2	2	1*p1+1*p2	1	1.00	SSE2
PUNPCKHWD	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PUNPCKLBW	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PUNPCKLDQ	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PUNPCKLQDQ	XMM, M128	2	2	1*p1+1*p2	1	1.00	SSE2
PUNPCKLWD	XMM, M128	4	4	2*p0+1*p1+1*p2	2	2.00	SSE2
PXOR	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
SHUFPD	XMM, M128, I8	2	2	1*p0+1*p2	1	1.00	SSE2
SQRTPD	XMM, M128	2	2	1*p0+1*p2		5.11	SSE2
SQRTSD	XMM, M64	2	2	1*p0+1*p2		5.00	SSE2
SUBPD	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE2
SUBSD	XMM, M64	2	2	1*p1+1*p2	3	1.00	SSE2
UCOMISD	XMM, M64	2	2	1*p1+1*p2	4	1.00	SSE2
UNPCKHPD	XMM, M128	2	2	1*p0+1*p2	1	1.00	SSE2
UNPCKLPD	XMM, M128	2	2	1*p0+1*p2	1	1.00	SSE2
XORPD	XMM, M128	2	2	1*p015+1*p2	1	1.00	SSE2
ADDSUBPD	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE3
ADDSUBPS	XMM, M128	2	2	1*p1+1*p2	3	1.00	SSE3
HADDPD	XMM, XMM	3	3	2*p0+1*p1	5	2.00	SSE3
HADDPS	XMM, XMM	6	6	2*p0+1*p1+3*p5	9	3.00	SSE3
HSUBPD	XMM, XMM	3	3	2*p0+1*p1	5	2.00	SSE3
HSUBPS	XMM, XMM	6	6	2*p0+1*p1+3*p5	9	3.00	SSE3
MOVDDUP	XMM, M64	2	2	1*p0+1*p2		1.00	SSE3
MOVSHDUP	XMM, M128	2	2	1*p2+1*p5		1.00	SSE3
MOVSLDUP	XMM, M128	2	2	1*p2+1*p5		1.00	SSE3
PABSB	MM, M64	2	2	1*p05+1*p2		1.00	SSSE3MMX
PABSB	XMM, M128	2	2	1*p05+1*p2		1.00	SSSE3
PABSD	MM, M64	2	2	1*p05+1*p2		1.00	SSSE3MMX
PABSD	XMM, M128	2	2	1*p05+1*p2		1.00	SSSE3
PABSW	MM, M64	2	2	1*p05+1*p2		1.00	SSSE3MMX
PABSW	XMM, M128	2	2	1*p05+1*p2		1.00	SSSE3
PALIGNR	MM, M64, I8	3	3	1*p0+1*p05+1*p2	2	1.00	SSSE3MMX
PALIGNR	XMM, M128, I8	3	3	1*p0+1*p1+1*p2	2	1.00	SSSE3
PHADDD	MM, M64	4	4	1*p05+1*p2+2*p5	3	2.00	SSSE3MMX
PHADDD	XMM, M128	6	6	1*p05+2*p1+1*p2+2*p5	5	3.00	SSSE3
PHADDSW	MM, M64	6	6	1*p05+1*p2+4*p5	4	4.00	SSSE3MMX
PHADDSW	XMM, M128	8	8	1*p05+2*p1+1*p2+4*p5	6	4.00	SSSE3
PHADDW	MM, M64	6	6	1*p05+1*p2+4*p5	4	4.00	SSSE3MMX
PHADDW	XMM, M128	8	8	1*p05+2*p1+1*p2+4*p5	6	4.00	SSSE3
PHSUBD	MM, M64	4	4	1*p05+1*p2+2*p5	3	2.00	SSSE3MMX
PHSUBD	XMM, M128	6	6	1*p05+2*p1+1*p2+2*p5	5	3.00	SSSE3
PHSUBSW	MM, M64	6	6	1*p05+1*p2+4*p5	4	4.00	SSSE3MMX
PHSUBSW	XMM, M128	8	8	1*p05+2*p1+1*p2+4*p5	6	4.00	SSSE3
PHSUBW	MM, M64	6	6	1*p05+1*p2+4*p5	4	4.00	SSSE3MMX
PHSUBW	XMM, M128	8	8	1*p05+2*p1+1*p2+4*p5	6	4.00	SSSE3
